a|PersonType|NameStyle|Title|FirstName|MiddleName|LastName|Suffix|EmailPromotion|AdditionalContactInfo
567|SC|0|Mr.|Edward|T.|Buensalido|NULL|0|NULL
569|SC|0|Ms.|Megan|E.|Burke|NULL|2|NULL
571|SC|0|Ms.|Ingrid|K.|Burkhardt|NULL|0|NULL
573|SC|0|Ms.|Karren|K.|Burkhardt|NULL|0|NULL
575|SC|0|Mr.|Ovidiu|NULL|Burlacu|NULL|0|NULL
577|SC|0|Ms.|Dana|H.|Burnell|NULL|0|NULL
579|SC|0|Mr.|Timothy|B.|Burnett|Jr.|2|NULL
581|SC|0|Mr.|Stephen|R.|Burton|NULL|0|NULL
583|SC|0|Ms.|Deanna|R.|Buskirk|NULL|1|NULL
585|SC|0|Mr.|Jared|L.|Bustamante|NULL|0|NULL
587|SC|0|Mr.|Richard|A.|Byham|NULL|2|NULL
589|SC|0|Mr.|David|J.|Byrnes|Sr.|1|NULL
591|SC|0|Mr.|Ryan|NULL|Calafato|NULL|1|NULL
593|SC|0|Ms.|Sylvia|A.|Caldwell|NULL|1|NULL
595|SC|0|Ms.|Mari|B.|Caldwell|NULL|2|NULL
597|SC|0|Ms.|Barbara|J.|Calone|NULL|0|NULL
599|SC|0|Ms.|Lindsey|R.|Camacho|NULL|0|NULL
601|SC|0|Sr.|Gustavo|NULL|Camargo|NULL|0|NULL
603|SC|0|Ms.|DeeDee|J.|Cameron|NULL|1|NULL
605|SC|0|Ms.|Deborah|M.|Lee|NULL|0|NULL
607|SC|0|Ms.|Joan|M.|Campbell|NULL|0|NULL
609|SC|0|Mr.|David|NULL|Campbell|NULL|2|NULL
611|SC|0|Mr.|Henry|L.|Campen|NULL|2|NULL
613|SC|0|Mr.|Chris|NULL|Cannon|NULL|0|NULL
615|SC|0|Mr.|Joseph|J.|Cantoni|NULL|0|NULL
617|SC|0|Ms.|Suzana De Abreu|A.|Canuto|NULL|2|NULL
619|SC|0|Mr.|Jun|NULL|Cao|NULL|0|NULL
621|SC|0|Mr.|Johnny|A.|Caprio|Jr.|0|NULL
623|SC|0|Mr.|Richard|NULL|Carey|NULL|1|NULL
625|SC|0|Mr.|Carlton|M.|Carlisle|NULL|0|NULL
627|SC|0|Mr.|Ty Loren|NULL|Carlson|NULL|0|NULL
629|SC|0|Ms.|Jane|N.|Carmichael|NULL|1|NULL
631|SC|0|Ms.|Jovita|A.|Carmody|NULL|0|NULL
633|SC|0|Mr.|Steve|J.|Carnes|NULL|2|NULL
635|SC|0|Mr.|Fernando|NULL|Caro|NULL|1|NULL
637|SC|0|Mr.|Rob|NULL|Caron|NULL|0|NULL
639|SC|0|Mr.|Andy|NULL|Carothers|NULL|0|NULL
641|SC|0|Ms.|Donna|F.|Carreras|NULL|1|NULL
643|SC|0|Ms.|Rosmarie|J.|Carroll|NULL|0|NULL
645|SC|0|Mr.|Matthew|NULL|Carroll|NULL|0|NULL
647|SC|0|Mr.|Joseph|N.|Castellucio|NULL|2|NULL
649|SC|0|Ms.|Pamela|A.|Carlson|NULL|2|NULL
651|SC|0|Mr.|Raul|E.|Casts|NULL|0|NULL
653|SC|0|Ms.|Elizabeth|E.|Catalano|NULL|0|NULL
655|SC|0|Mr.|Matthew|J.|Cavallari|NULL|0|NULL
657|SC|0|Ms.|Brigid|F.|Cavendish|NULL|1|NULL
659|SC|0|Mr.|Andrew|NULL|Cencini|NULL|0|NULL
661|SC|0|Ms.|Stacey|M.|Cereghino|NULL|1|NULL
663|SC|0|Mr.|Baris|NULL|Cetinok|NULL|1|NULL
665|SC|0|Mr.|Sean|NULL|Chai|NULL|0|NULL
667|SC|0|Mr.|Pat|A.|Chambers|NULL|0|NULL
669|SC|0|Mr.|Forrest|J.|Chandler|NULL|1|NULL
671|SC|0|Mr.|Lee|J.|Chapla|NULL|2|NULL
673|SC|0|Mr.|Greg|NULL|Chapman|NULL|0|NULL
675|SC|0|Mr.|Neil|NULL|Charney|NULL|2|NULL
677|SC|0|Mr.|Hao|NULL|Chen|NULL|1|NULL
679|SC|0|Mr.|John|Y.|Chen|NULL|1|NULL
681|SC|0|Mr.|Pei|NULL|Chow|NULL|0|NULL
683|SC|0|Mr.|Yao-Qiang|NULL|Cheng|NULL|1|NULL
685|SC|0|Ms.|Nicky|E.|Chesnut|NULL|2|NULL
687|SC|0|Ms.|Susan|B.|Chestnut|NULL|0|NULL
689|SC|0|Mr.|Martin|NULL|Chisholm|NULL|0|NULL
691|SC|0|Mr.|Mike|M.|Choi|NULL|0|NULL
693|SC|0|Ms.|Ruth|A.|Choin|NULL|0|NULL
695|SC|0|Mr.|Anthony|NULL|Chor|NULL|1|NULL
697|SC|0|Mr.|Charles|M.|Christensen|NULL|2|NULL
699|SC|0|Ms.|Jill|J.|Christie|NULL|0|NULL
701|SC|0|Ms.|Alice|NULL|Clark|NULL|1|NULL
703|SC|0|Ms.|Gina|N.|Clark|NULL|2|NULL
705|SC|0|Mr.|James|J.|Clark|NULL|2|NULL
707|SC|0|Ms.|Jane|NULL|Clayton|NULL|0|NULL
709|SC|0|Ms.|Kristine|J.|Cleary|NULL|2|NULL
711|SC|0|Ms.|Teanna|M.|Cobb|NULL|2|NULL
713|SC|0|Ms.|Connie|L.|Coffman|NULL|0|NULL
715|SC|0|Ms.|Jeanette|R.|Cole|NULL|2|NULL
717|SC|0|Mr.|Eric|E.|Coleman|NULL|0|NULL
719|SC|0|Mr.|Pat|NULL|Coleman|NULL|0|NULL
721|SC|0|Mr.|Takiko|J.|Collins|NULL|0|NULL
723|SC|0|Mr.|John|L.|Colon|NULL|0|NULL
725|SC|0|Mr.|Scott|A.|Colvin|NULL|2|NULL
727|SC|0|Mr.|Aaron|NULL|Con|NULL|0|NULL
729|SC|0|Mr.|Peter|NULL|Connelly|NULL|0|NULL
731|SC|0|Mr.|William|J.|Conner|NULL|0|NULL
733|SC|0|Ms.|Stephanie|NULL|Conroy|NULL|0|NULL
735|SC|0|Ms.|Amy|R.|Consentino|NULL|0|NULL
737|SC|0|Ms.|Dorothy|J.|Contreras|NULL|0|NULL
739|SC|0|Mr.|Patrick|M.|Cook|NULL|0|NULL
741|SC|0|Mr.|Scott|NULL|Cooper|NULL|0|NULL
743|SC|0|Ms.|Eva|NULL|Corets|NULL|1|NULL
745|SC|0|Mr.|Marlin|M.|Coriell|NULL|0|NULL
747|SC|0|Mr.|Ryan|NULL|Cornelsen|NULL|2|NULL
749|SC|0|Mr.|Bruno|NULL|Costa Da Silva|NULL|1|NULL
751|SC|0|Ms.|Pamela|R.|Cox|NULL|1|NULL
753|SC|0|Mr.|Jack|NULL|Creasey|NULL|2|NULL
755|SC|0|Ms.|Sharon|A.|Crow|NULL|2|NULL
757|SC|0|Ms.|Shelley|R.|Crow|NULL|0|NULL
759|SC|0|Mr.|Grant|NULL|Culbertson|NULL|0|NULL
761|SC|0|Mr.|Scott|NULL|Culp|NULL|0|NULL
763|SC|0|Mr.|Conor|NULL|Cunningham|NULL|0|NULL
765|SC|0|Mr.|Jose|M.|Curry|NULL|0|NULL
767|SC|0|Mr.|Thierry|NULL|D'Hers|NULL|0|NULL
769|SC|0|Mr.|Ryan|NULL|Danner|NULL|2|NULL
771|SC|0|Mr.|Mike|NULL|Danseglio|NULL|0|NULL
773|SC|0|Ms.|Megan|N.|Davis|NULL|0|NULL
775|SC|0|Sr.|Alvaro|NULL|De Matos Miranda Filho|NULL|1|NULL
777|SC|0|Mr.|Jose|NULL|De Oliveira|NULL|2|NULL
779|SC|0|Mr.|Jacob|N.|Dean|NULL|1|NULL
781|SC|0|Mr.|Alexander|J.|Deborde|NULL|0|NULL
783|SC|0|Ms.|Barbara|S.|Decker|NULL|0|NULL
785|SC|0|Mr.|Kirk|NULL|DeGrasse|NULL|0|NULL
787|SC|0|Ms.|Aidan|NULL|Delaney|NULL|0|NULL
789|SC|0|Mr.|Stefan|NULL|Delmarco|NULL|2|NULL
791|SC|0|Mr.|Shawn|R.|Demicell|NULL|2|NULL
793|SC|0|Ms.|Della|F.|Demott Jr|NULL|0|NULL
795|SC|0|Mr.|Bruno|NULL|Deniut|NULL|2|NULL
797|SC|0|Ms.|Helen|J.|Dennis|NULL|2|NULL
799|SC|0|Mr.|Prashanth|NULL|Desai|NULL|2|NULL
801|SC|0|Ms.|Bev|L.|Desalvo|NULL|1|NULL
803|SC|0|Ms.|Brenda|NULL|Diaz|NULL|0|NULL
805|SC|0|Ms.|Gabriele|NULL|Dickmann|NULL|0|NULL
807|SC|0|Ms.|Holly|NULL|Dickson|NULL|0|NULL
809|SC|0|Mr.|Dick|NULL|Dievendorff|NULL|2|NULL
811|SC|0|Mr.|Rudolph|J.|Dillon|Sr.|0|NULL
813|SC|0|Mr.|Andrew|NULL|Dixon|NULL|0|NULL
815|SC|0|Mr.|Blaine|NULL|Dockter|NULL|1|NULL
817|SC|0|Ms.|Cindy|M.|Dodd|NULL|2|NULL
819|SC|0|Mr.|John|T.|Donovan|Jr.|1|NULL
821|SC|0|Ms.|Patricia|NULL|Doyle|NULL|0|NULL
823|SC|0|Mr.|Gerald|M.|Drury|NULL|0|NULL
825|SC|0|Mr.|Gary|T.|Drury|NULL|1|NULL
827|SC|0|Mr.|Reuben|NULL|D'sa|NULL|0|NULL
829|SC|0|Mr.|Ed|NULL|Dudenhoefer|NULL|0|NULL
831|SC|0|Mr.|Bernard|NULL|Duerr|NULL|0|NULL
833|SC|0|Ms.|Tish|R.|Duff|NULL|2|NULL
835|SC|0|Sr.|Adrian|NULL|Dumitrascu|NULL|0|NULL
837|SC|0|Mr.|Bart|NULL|Duncan|NULL|1|NULL
839|SC|0|Mr.|Maciej|NULL|Dusza|NULL|1|NULL
841|SC|0|Ms.|Shelley|NULL|Dyck|NULL|0|NULL
843|SC|0|Ms.|Linda|R.|Ecoffey|NULL|2|NULL
845|SC|0|Ms.|Carla|L.|Eldridge|NULL|0|NULL
847|SC|0|Ms.|Carol|B.|Elliott|NULL|2|NULL
849|SC|0|Ms.|Shannon|P.|Elliott|NULL|0|NULL
851|SC|0|Ms.|Jauna|E.|Elson|NULL|1|NULL
853|SC|0|Mr.|Michael|NULL|Emanuel|NULL|0|NULL
855|SC|0|Mr.|Terry|NULL|Eminhizer|NULL|0|NULL
857|SC|0|Mr.|John|NULL|Emory|NULL|1|NULL
859|SC|0|Ms.|Gail|NULL|Erickson|NULL|1|NULL
861|SC|0|Mr.|Mark|B|Erickson|NULL|2|NULL
863|SC|0|Ms.|Martha|R.|Espinoza|NULL|1|NULL
865|SC|0|Ms.|Julie|P.|Estes|NULL|2|NULL
867|SC|0|Sra.|Janeth|NULL|Esteves|NULL|1|NULL
869|SC|0|Ms.|Twanna|R.|Evans|NULL|2|NULL
871|SC|0|Ms.|Ann|R.|Evans|NULL|1|NULL
873|SC|0|Mr.|John|NULL|Evans|NULL|0|NULL
875|SC|0|Mr.|Marc|NULL|Faeber|NULL|0|NULL
877|SC|0|Mr.|Fadi|NULL|Fakhouri|NULL|0|NULL
879|SC|0|Ms.|Carolyn|NULL|Farino|NULL|2|NULL
881|SC|0|Ms.|Geri|P.|Farrell|NULL|1|NULL
883|SC|0|Ms.|Hanying|NULL|Feng|NULL|0|NULL
885|SC|0|Ms.|Rhoda|J.|Finley|NULL|0|NULL
887|SC|0|Mr.|Duane|R.|Fitzgerald|Jr.|1|NULL
889|SC|0|Mr.|James|NULL|Fine|NULL|0|NULL
891|SC|0|Ms.|Kathie|NULL|Flood|NULL|0|NULL
893|SC|0|Mr.|Jay|NULL|Fluegel|NULL|0|NULL
895|SC|0|Ms.|Kelly|NULL|Focht|NULL|1|NULL
897|SC|0|Mr.|Jeffrey|L.|Ford|NULL|0|NULL
899|SC|0|Mr.|Garth|NULL|Fort|NULL|0|NULL
901|SC|0|Ms.|Dorothy|J.|Fox|NULL|2|NULL
903|SC|0|Ms.|Judith|B.|Frazier|NULL|0|NULL
905|SC|0|Mr.|John|NULL|Fredericksen|NULL|0|NULL
907|SC|0|Ms.|Susan|E.|French|NULL|0|NULL
909|SC|0|Mr.|Liam|J.|Friedland|NULL|0|NULL
911|SC|0|Mr.|Mihail|NULL|Frintu|NULL|0|NULL
913|SC|0|Mr.|John|NULL|Ford|NULL|2|NULL
915|SC|0|Mr.|Paul|J.|Fulton|NULL|2|NULL
917|SC|0|Mr.|Don|NULL|Funk|NULL|2|NULL
919|SC|0|Mr.|Bob|NULL|Gage|NULL|1|NULL
921|SC|0|Ms.|Aldeen|J.|Gallagher|NULL|2|NULL
923|SC|0|Mr.|Michael|NULL|Galos|NULL|0|NULL
925|SC|0|Mr.|Jon|NULL|Ganio|NULL|1|NULL
927|SC|0|Ms.|Kathleen|M.|Garza|NULL|2|NULL
929|SC|0|Mr.|Dominic|P.|Gash|NULL|0|NULL
931|SC|0|Ms.|Janet|M.|Gates|NULL|0|NULL
933|SC|0|Mr.|Orlando|N.|Gee|NULL|0|NULL
935|SC|0|Mr.|Darren|NULL|Gehring|NULL|1|NULL
937|SC|0|Mr.|Jim|NULL|Geist|NULL|0|NULL
939|SC|0|Ms.|Barbara|J.|German|NULL|0|NULL
941|SC|0|Mr.|Tom|NULL|Getzinger|NULL|0|NULL
943|SC|0|Mr.|Leo|NULL|Giakoumakis|NULL|1|NULL
945|SC|0|Mr.|Cornett|L.|Gibbens|NULL|1|NULL
947|SC|0|Mr.|Frances|J.|Giglio|NULL|2|NULL
949|SC|0|Mr.|Guy|NULL|Gilbert|NULL|0|NULL
951|SC|0|Ms.|Janet|J.|Gilliat|NULL|0|NULL
953|SC|0|Ms.|Mary|M.|Gimmi|NULL|0|NULL
955|SC|0|Mr.|David|L.|Givens|NULL|0|NULL
957|SC|0|Ms.|Jeanie|R.|Glenn|PhD|2|NULL
959|SC|0|Ms.|Diane|R.|Glimp|NULL|0|NULL
961|SC|0|Mr.|James|R.|Glynn|NULL|0|NULL
963|SC|0|Mr.|Scott|NULL|Gode|NULL|0|NULL
965|SC|0|Mr.|Mete|NULL|Goktepe|NULL|2|NULL
967|SC|0|Mr.|Jossef|NULL|Goldberg|NULL|0|NULL
969|SC|0|Mr.|Brian|R|Goldstein|NULL|0|NULL
971|SC|0|Ms.|Lynn|A.|Gonzales|NULL|0|NULL
973|SC|0|Ms.|Linda|L.|Gonzales|NULL|0|NULL
975|SC|0|Ms.|Abigail|J.|Gonzalez|NULL|0|NULL
977|SC|0|Mr.|Michael|NULL|Graff|NULL|2|NULL
979|SC|0|Mr.|Derek|NULL|Graham|NULL|0|NULL
981|SC|0|Mr.|Lowell|J.|Graham|NULL|1|NULL
983|SC|0|Mr.|Jon|NULL|Grande|NULL|1|NULL
985|SC|0|Ms.|Jane|P.|Greer|NULL|1|NULL
987|SC|0|Mr.|Geoff|NULL|Grisso|NULL|1|NULL
989|SC|0|Mr.|Douglas|NULL|Groncki|NULL|1|NULL
991|SC|0|Mr.|Brian|NULL|Groth|NULL|1|NULL
993|SC|0|Ms.|Faith|M.|Gustafson|NULL|1|NULL
995|SC|0|Mr.|Greg|NULL|Harrison|NULL|0|NULL
997|SC|0|Ms.|Hattie|J.|Haemon|NULL|0|NULL
999|SC|0|Mr.|Matthew|M.|Hagemann|NULL|0|NULL
1001|SC|0|Ms.|Erin|M.|Hagens|NULL|0|NULL
1003|SC|0|Ms.|Betty|M.|Haines|NULL|2|NULL
1005|SC|0|Ms.|Karen|E.|Hall|NULL|0|NULL
1007|SC|0|Mr.|Don|NULL|Hall|NULL|1|NULL
1009|SC|0|Mr.|Bryan|NULL|Hamilton|NULL|0|NULL
1011|SC|0|Mr.|James|R.|Hamilton|NULL|0|NULL
1013|SC|0|Mr.|Kerim|NULL|Hanif|NULL|0|NULL
1015|SC|0|Ms.|Jean|P.|Handley|NULL|2|NULL
1017|SC|0|Mr.|Mark|NULL|Hanson|NULL|0|NULL
1019|SC|0|Mr.|William|J.|Hapke|NULL|2|NULL
1021|SC|0|Ms.|Katherine|NULL|Harding|NULL|2|NULL
1023|SC|0|Ms.|Kimberly|Beth|Harrington|NULL|1|NULL
1025|SC|0|Mr.|Lucy|NULL|Harrington|NULL|0|NULL
1027|SC|0|Mr.|Keith|NULL|Harris|NULL|2|NULL
1029|SC|0|Ms.|Doris|NULL|Hartwig|NULL|0|NULL
1031|SC|0|Mr.|Roger|NULL|Harui|NULL|2|NULL
1033|SC|0|Ms.|Ann|T.|Hass|NULL|2|NULL
1035|SC|0|Mr.|Mark|NULL|Hassall|NULL|1|NULL
1037|SC|0|Mr.|Neal|B.|Hasty|III|1|NULL
1039|SC|0|Mr.|James|B.|Haugh|Jr.|1|NULL
1041|SC|0|Mr.|Jeff|NULL|Hay|NULL|1|NULL
1043|SC|0|Ms.|Brenda|F.|Heaney|NULL|0|NULL
1045|SC|0|NULL|James|NULL|Hendergart|NULL|0|NULL
1047|SC|0|Mr.|John|NULL|Hanson|NULL|1|NULL
1049|SC|0|Ms.|Valerie|M.|Hendricks|NULL|1|NULL
1051|SC|0|Mr.|Jay|NULL|Henningsen|NULL|0|NULL
1053|SC|0|Mr.|Jeff|D.|Henshaw|NULL|0|NULL
1055|SC|0|Mr.|Kari|NULL|Hensien|NULL|1|NULL
1057|SC|0|Ms.|Deena|J.|Herman|NULL|2|NULL
1059|SC|0|Ms.|Irene|J.|Hernandez|NULL|0|NULL
1061|SC|0|Mr.|Jésus|NULL|Hernandez|NULL|0|NULL
1063|SC|0|Ms.|Pam|L.|Herrick|NULL|0|NULL
1065|SC|0|Ms.|Cheryl|M.|Herring|NULL|0|NULL
1067|SC|0|Mr.|Ronald|K.|Heymsfield|NULL|0|NULL
1069|SC|0|Mr.|Sidney|NULL|Higa|NULL|2|NULL
1071|SC|0|Ms.|Onetha|F.|Higgs|NULL|1|NULL
1073|SC|0|Ms.|Fran|P.|Highfill|NULL|0|NULL
1075|SC|0|Ms.|Geneva|T.|Hill|NULL|2|NULL
1077|SC|0|Mr.|Andrew|R.|Hill|NULL|0|NULL
1079|SC|0|Mr.|Reinout|NULL|Hillmann|NULL|0|NULL
1081|SC|0|Mr.|Mike|NULL|Hines|NULL|1|NULL
1083|SC|0|Mr.|Matthew|NULL|Hink|NULL|2|NULL
1085|SC|0|Ms.|Nancy|E.|Hirota|NULL|0|NULL
1087|SC|0|Ms.|Rose|NULL|Hirsch|NULL|1|NULL
1089|SC|0|Mr.|Douglas|NULL|Hite|NULL|0|NULL
1091|SC|0|Mr.|David|NULL|Hodgson|NULL|2|NULL
1093|SC|0|Ms.|Helge|NULL|Hoeing|NULL|1|NULL
1095|SC|0|Ms.|Barbara|NULL|Hoffman|NULL|0|NULL
1097|SC|0|Ms.|Holly|J.|Holt|NULL|0|NULL
1099|SC|0|Mr.|Bob|NULL|Hodges|NULL|1|NULL
1101|SC|0|Ms.|Jean|J.|Holloway|NULL|1|NULL
1103|SC|0|Mr.|Michael|NULL|Holm|NULL|2|NULL
1105|SC|0|Mr.|Eddie|M.|Holmes|NULL|0|NULL
1107|SC|0|Ms.|Juanita|J.|Holman|NULL|2|NULL
1109|SC|0|Mr.|Peter|NULL|Houston|NULL|2|NULL
1111|SC|0|Mr.|Curtis|P.|Howard|NULL|0|NULL
1113|SC|0|Mr.|Joe|NULL|Howard|NULL|2|NULL
1115|SC|0|Ms.|Janice|K.|Hows|NULL|2|NULL
1117|SC|0|Mr.|George|M.|Huckaby|NULL|0|NULL
1119|SC|0|Mr.|Joshua|J.|Huff|NULL|1|NULL
1121|SC|0|Ms.|Arlene|NULL|Huff|NULL|1|NULL
1123|SC|0|Mr.|Matthew|M.|Hunter|NULL|1|NULL
1125|SC|0|Ms.|Phyllis|R.|Huntsman|NULL|2|NULL
1127|SC|0|Mr.|Lawrence|E.|Hurkett|NULL|1|NULL
1129|SC|0|Mr.|Ryan|NULL|Ihrig|NULL|2|NULL
1131|SC|0|Ms.|Beth|NULL|Inghram|NULL|1|NULL
1133|SC|0|Mr.|Lucio|NULL|Iallo|NULL|2|NULL
1135|SC|0|Mr.|Richard|L.|Irwin|NULL|0|NULL
1137|SC|0|Mr.|Erik|NULL|Ismert|NULL|2|NULL
1139|SC|0|Ms.|Denean|J.|Ison|NULL|1|NULL
1141|SC|0|Mr.|Raman|NULL|Iyer|NULL|0|NULL
1143|SC|0|Mr.|Bronson|R.|Jacobs|NULL|2|NULL
1145|SC|0|Mr.|Eric|A.|Jacobsen|NULL|0|NULL
1147|SC|0|Ms.|Jodan|M.|Jacobson|NULL|0|NULL
1149|SC|0|Ms.|Mary|NULL|Alexander|NULL|0|NULL
1151|SC|0|Mr.|David|NULL|Jaffe|NULL|0|NULL
1153|SC|0|Mr.|Jay|NULL|Jamison|NULL|1|NULL
1155|SC|0|Ms.|Vance|P.|Johns|NULL|0|NULL
1157|SC|0|Ms.|Joyce|NULL|Jarvis|NULL|0|NULL
1159|SC|0|Mr.|George|NULL|Jiang|NULL|0|NULL
1161|SC|0|Mr.|Stephen|Yuan|Jiang|NULL|0|NULL
1163|SC|0|Mr.|Samuel|A.|Johnson|NULL|0|NULL
1165|SC|0|Ms.|Danielle|B.|Johnson|NULL|1|NULL
1167|SC|0|Mr.|Greg|M.|Johnson|NULL|1|NULL
1169|SC|0|Mr.|Barry|NULL|Johnson|NULL|1|NULL
1171|SC|0|Mr.|Brian|NULL|Johnson|NULL|2|NULL
1173|SC|0|Mr.|David|NULL|Johnson|NULL|2|NULL
1175|SC|0|Mr.|Willis|NULL|Johnson|NULL|1|NULL
1177|SC|0|Ms.|Tamara|NULL|Johnston|NULL|0|NULL
1179|SC|0|Mr.|Robert|E.|Jones|NULL|1|NULL
1181|SC|0|Mr.|Brannon|NULL|Jones|NULL|2|NULL
1183|SC|0|Ms.|Jean|NULL|Jordan|NULL|1|NULL
1185|SC|0|Ms.|Peggy|J.|Justice|NULL|0|NULL
1187|SC|0|Ms.|Diane|F.|Krane|NULL|0|NULL
1189|SC|0|Mr.|Scott|B.|Kaffer|NULL|2|NULL
1191|SC|0|Ms.|Sandra|T.|Kitt|NULL|0|NULL
1193|SC|0|Ms.|Wendy|NULL|Kahn|NULL|2|NULL
1195|SC|0|Mr.|Sandeep|NULL|Kaliyath|NULL|0|NULL
1197|SC|0|Mr.|John|NULL|Kane|NULL|1|NULL
1199|SC|0|Ms.|Lori|NULL|Kane|NULL|0|NULL
1201|SC|0|Ms.|Judith|F.|Krane|NULL|2|NULL
1203|SC|0|Ms.|Kay|E.|Krane|NULL|0|NULL
1205|SC|0|Mr.|Sandeep|NULL|Katyal|NULL|2|NULL
1207|SC|0|Ms.|Bonnie|NULL|Kearney|NULL|0|NULL
1209|SC|0|Mr.|Kendall|NULL|Keil|NULL|0|NULL
1211|SC|0|Mr.|Victor|A.|Kelley|NULL|2|NULL
1213|SC|0|Mr.|John|NULL|Kelly|NULL|1|NULL
1215|SC|0|Mr.|Robert|NULL|Kelly|NULL|1|NULL
1217|SC|0|Mr.|Kevin|NULL|Kennedy|NULL|1|NULL
1219|SC|0|Ms.|Mary|R.|Kesslep|NULL|0|NULL
1221|SC|0|Ms.|Alice|L.|Kesterson|NULL|0|NULL
1223|SC|0|Ms.|Elizabeth|NULL|Keyser|NULL|0|NULL
1225|SC|0|Ms.|Tammy|J.|Khan|NULL|0|NULL
1227|SC|0|Mr.|Imtiaz|NULL|Khan|NULL|0|NULL
1229|SC|0|Ms.|Karan|NULL|Khanna|NULL|0|NULL
1231|SC|0|Mr.|Joe|NULL|Kim|NULL|2|NULL
1233|SC|0|Mr.|Jim|NULL|Kim|NULL|0|NULL
1235|SC|0|Mr.|Shane|S.|Kim|NULL|0|NULL
1237|SC|0|Mr.|Tim|NULL|Kim|NULL|0|NULL
1239|SC|0|Mr.|Russell|NULL|King|NULL|0|NULL
1241|SC|0|Mr.|Anton|NULL|Kirilov|NULL|1|NULL
1243|SC|0|Mr.|Christian|NULL|Kleinerman|NULL|0|NULL
1245|SC|0|Mr.|Andrew|P.|Kobylinski|NULL|0|NULL
1247|SC|0|Mr.|Reed|NULL|Koch|NULL|1|NULL
1249|SC|0|Mr.|Jim|NULL|Kennedy|NULL|2|NULL
1251|SC|0|Mr.|Kirk|T|King|NULL|2|NULL
1253|SC|0|Mr.|Eugene|NULL|Kogan|NULL|0|NULL
1255|SC|0|Mr.|Scott|NULL|Konersmann|NULL|2|NULL
1257|SC|0|Ms.|Joy|R.|Koski|NULL|0|NULL
1259|SC|0|Ms.|Pamala|M.|Kotc|NULL|2|NULL
1261|SC|0|Mr.|Edward|J.|Kozlowski|Jr.|0|NULL
1263|SC|0|Mr.|James|D.|Kramer|NULL|0|NULL
1265|SC|0|Mr.|Mitch|NULL|Kennedy|NULL|1|NULL
1267|SC|0|Mr.|James|J.|Krow|NULL|0|NULL
1269|SC|0|Ms.|Margaret|T.|Krupka|NULL|0|NULL
1271|SC|0|Mr.|Deepak|NULL|Kumar|NULL|0|NULL
1273|SC|0|Mr.|Jeffrey|B.|Kung|Jr.|0|NULL
1275|SC|0|Mr.|Vamsi|NULL|Kuppa|NULL|0|NULL
1277|SC|0|Mr.|Jeffrey|NULL|Kurtz|NULL|2|NULL
1279|SC|0|Mr.|Peter|NULL|Kurniawan|NULL|0|NULL
1281|SC|0|Mr.|Eric|NULL|Lang|NULL|0|NULL
1283|SC|0|Ms.|Rebecca|NULL|Laszlo|NULL|0|NULL
1285|SC|0|Ms.|Cecilia|M.|Laursen|NULL|0|NULL
1287|SC|0|Mr.|David|O|Lawrence|NULL|0|NULL
1289|SC|0|Ms.|Elsa|NULL|Leavitt|NULL|0|NULL
1291|SC|0|Mr.|Michael|J.|Lee|NULL|1|NULL
1293|SC|0|Ms.|Marjorie|M.|Lee|NULL|0|NULL
1295|SC|0|Mr.|Frank|NULL|Campbell|NULL|1|NULL
1297|SC|0|Mr.|Mark|NULL|Lee|NULL|0|NULL
1299|SC|0|Mr.|Robertson|NULL|Lee|NULL|2|NULL
1301|SC|0|Ms.|Jolie|NULL|Lenehan|NULL|0|NULL
1303|SC|0|Mr.|Roger|NULL|Lengel|NULL|2|NULL
1305|SC|0|NULL|A.|Francesca|Leonetti|NULL|2|NULL
1307|SC|0|Ms.|Bonnie|B.|Lepro|NULL|0|NULL
1309|SC|0|Ms.|Gloria|J.|Lesko|NULL|0|NULL
1311|SC|0|Ms.|Linda|NULL|Leste|NULL|1|NULL
1313|SC|0|Mr.|Steven|B.|Levy|NULL|0|NULL
1315|SC|0|Ms.|Judy|NULL|Lew|NULL|1|NULL
1317|SC|0|Ms.|Elsie|L.|Lewin|NULL|0|NULL
1319|SC|0|Mr.|George|Z.|Li|NULL|0|NULL
1321|SC|0|Mr.|Yale|NULL|Li|NULL|1|NULL
1323|SC|0|Ms.|Yan|NULL|Li|NULL|0|NULL
1325|SC|0|Ms.|Yuhong|NULL|Li|NULL|0|NULL
1327|SC|0|Mr.|Joseph|M.|Lique|NULL|0|NULL
1329|SC|0|Mr.|Paulo|H.|Lisboa|NULL|0|NULL
1331|SC|0|Mr.|David|J.|Liu|NULL|1|NULL
1333|SC|0|NULL|Jinghao|NULL|Liu|NULL|2|NULL
1335|SC|0|Mr.|Kevin|NULL|Liu|NULL|2|NULL
1337|SC|0|Mr.|Run|NULL|Liu|NULL|1|NULL
1339|SC|0|Mr.|Todd|R.|Logan|NULL|0|NULL
1341|SC|0|Mr.|Kok-Ho|NULL|Loh|NULL|1|NULL
1343|SC|0|Mr.|John|K.|Long|NULL|0|NULL
1345|SC|0|Ms.|Sharon|J.|Looney|NULL|0|NULL
1347|SC|0|Mr.|Jeremy|NULL|Los|NULL|2|NULL
1349|SC|0|Mr.|Spencer|NULL|Low|NULL|0|NULL
1351|SC|0|Ms.|Anita|R.|Lucerne|NULL|1|NULL
1353|SC|0|Mr.|Jose|NULL|Lugo|NULL|1|NULL
